GeographyCode,DateCode,Measurement,Units,Value,Variable
S08000015,2020-06-04,Count,Testing - Cumulative people tested for COVID-19 - Positive,1071,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-05,Count,Testing - Cumulative people tested for COVID-19 - Positive,1076,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-06,Count,Testing - Cumulative people tested for COVID-19 - Positive,1077,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-07,Count,Testing - Cumulative people tested for COVID-19 - Positive,1079,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-08,Count,Testing - Cumulative people tested for COVID-19 - Positive,1080,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-09,Count,Testing - Cumulative people tested for COVID-19 - Positive,1081,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-10,Count,Testing - Cumulative people tested for COVID-19 - Positive,1081,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-11,Count,Testing - Cumulative people tested for COVID-19 - Positive,1082,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-12,Count,Testing - Cumulative people tested for COVID-19 - Positive,1086,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-13,Count,Testing - Cumulative people tested for COVID-19 - Positive,1087,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-14,Count,Testing - Cumulative people tested for COVID-19 - Positive,1088,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-15,Count,Testing - Cumulative people tested for COVID-19 - Positive,1243,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-16,Count,Testing - Cumulative people tested for COVID-19 - Positive,1243,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-17,Count,Testing - Cumulative people tested for COVID-19 - Positive,1245,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-18,Count,Testing - Cumulative people tested for COVID-19 - Positive,1245,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-19,Count,Testing - Cumulative people tested for COVID-19 - Positive,1248,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-20,Count,Testing - Cumulative people tested for COVID-19 - Positive,1249,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-21,Count,Testing - Cumulative people tested for COVID-19 - Positive,1250,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-22,Count,Testing - Cumulative people tested for COVID-19 - Positive,1250,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-23,Count,Testing - Cumulative people tested for COVID-19 - Positive,1251,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-24,Count,Testing - Cumulative people tested for COVID-19 - Positive,1251,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-25,Count,Testing - Cumulative people tested for COVID-19 - Positive,1252,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-26,Count,Testing - Cumulative people tested for COVID-19 - Positive,1253,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-27,Count,Testing - Cumulative people tested for COVID-19 - Positive,1253,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-28,Count,Testing - Cumulative people tested for COVID-19 - Positive,1253,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-29,Count,Testing - Cumulative people tested for COVID-19 - Positive,1255,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-06-30,Count,Testing - Cumulative people tested for COVID-19 - Positive,1255,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-07-01,Count,Testing - Cumulative people tested for COVID-19 - Positive,1255,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-07-02,Count,Testing - Cumulative people tested for COVID-19 - Positive,1255,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-07-03,Count,Testing - Cumulative people tested for COVID-19 - Positive,1256,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-07-04,Count,Testing - Cumulative people tested for COVID-19 - Positive,1256,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-07-05,Count,Testing - Cumulative people tested for COVID-19 - Positive,1257,Testing - Cumulative people tested for COVID-19 - Positive
S08000015,2020-07-06,Count,Testing - Cumulative people tested for COVID-19 - Positive,1257,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-07,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-08,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-09,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-10,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-11,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-12,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-13,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-14,Count,Testing - Cumulative people tested for COVID-19 - Positive,5,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-15,Count,Testing - Cumulative people tested for COVID-19 - Positive,7,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-16,Count,Testing - Cumulative people tested for COVID-19 - Positive,7,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-17,Count,Testing - Cumulative people tested for COVID-19 - Positive,7,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-18,Count,Testing - Cumulative people tested for COVID-19 - Positive,7,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-19,Count,Testing - Cumulative people tested for COVID-19 - Positive,8,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-20,Count,Testing - Cumulative people tested for COVID-19 - Positive,9,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-21,Count,Testing - Cumulative people tested for COVID-19 - Positive,10,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-22,Count,Testing - Cumulative people tested for COVID-19 - Positive,11,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-23,Count,Testing - Cumulative people tested for COVID-19 - Positive,12,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-24,Count,Testing - Cumulative people tested for COVID-19 - Positive,12,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-25,Count,Testing - Cumulative people tested for COVID-19 - Positive,15,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-26,Count,Testing - Cumulative people tested for COVID-19 - Positive,23,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-27,Count,Testing - Cumulative people tested for COVID-19 - Positive,28,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-28,Count,Testing - Cumulative people tested for COVID-19 - Positive,35,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-29,Count,Testing - Cumulative people tested for COVID-19 - Positive,50,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-30,Count,Testing - Cumulative people tested for COVID-19 - Positive,63,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-03-31,Count,Testing - Cumulative people tested for COVID-19 - Positive,77,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-01,Count,Testing - Cumulative people tested for COVID-19 - Positive,87,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-02,Count,Testing - Cumulative people tested for COVID-19 - Positive,93,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-03,Count,Testing - Cumulative people tested for COVID-19 - Positive,100,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-04,Count,Testing - Cumulative people tested for COVID-19 - Positive,110,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-05,Count,Testing - Cumulative people tested for COVID-19 - Positive,130,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-06,Count,Testing - Cumulative people tested for COVID-19 - Positive,139,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-07,Count,Testing - Cumulative people tested for COVID-19 - Positive,149,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-08,Count,Testing - Cumulative people tested for COVID-19 - Positive,160,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-09,Count,Testing - Cumulative people tested for COVID-19 - Positive,167,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-10,Count,Testing - Cumulative people tested for COVID-19 - Positive,177,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-11,Count,Testing - Cumulative people tested for COVID-19 - Positive,189,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-12,Count,Testing - Cumulative people tested for COVID-19 - Positive,199,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-13,Count,Testing - Cumulative people tested for COVID-19 - Positive,204,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-14,Count,Testing - Cumulative people tested for COVID-19 - Positive,208,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-15,Count,Testing - Cumulative people tested for COVID-19 - Positive,215,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-16,Count,Testing - Cumulative people tested for COVID-19 - Positive,220,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-17,Count,Testing - Cumulative people tested for COVID-19 - Positive,229,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-18,Count,Testing - Cumulative people tested for COVID-19 - Positive,231,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-19,Count,Testing - Cumulative people tested for COVID-19 - Positive,237,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-20,Count,Testing - Cumulative people tested for COVID-19 - Positive,239,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-21,Count,Testing - Cumulative people tested for COVID-19 - Positive,240,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-22,Count,Testing - Cumulative people tested for COVID-19 - Positive,243,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-23,Count,Testing - Cumulative people tested for COVID-19 - Positive,248,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-24,Count,Testing - Cumulative people tested for COVID-19 - Positive,253,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-25,Count,Testing - Cumulative people tested for COVID-19 - Positive,258,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-26,Count,Testing - Cumulative people tested for COVID-19 - Positive,259,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-27,Count,Testing - Cumulative people tested for COVID-19 - Positive,269,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-28,Count,Testing - Cumulative people tested for COVID-19 - Positive,272,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-29,Count,Testing - Cumulative people tested for COVID-19 - Positive,279,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-04-30,Count,Testing - Cumulative people tested for COVID-19 - Positive,279,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-01,Count,Testing - Cumulative people tested for COVID-19 - Positive,281,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-02,Count,Testing - Cumulative people tested for COVID-19 - Positive,283,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-03,Count,Testing - Cumulative people tested for COVID-19 - Positive,284,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-04,Count,Testing - Cumulative people tested for COVID-19 - Positive,284,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-05,Count,Testing - Cumulative people tested for COVID-19 - Positive,284,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-06,Count,Testing - Cumulative people tested for COVID-19 - Positive,285,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-07,Count,Testing - Cumulative people tested for COVID-19 - Positive,286,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-08,Count,Testing - Cumulative people tested for COVID-19 - Positive,286,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-09,Count,Testing - Cumulative people tested for COVID-19 - Positive,286,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-10,Count,Testing - Cumulative people tested for COVID-19 - Positive,286,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-11,Count,Testing - Cumulative people tested for COVID-19 - Positive,292,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-12,Count,Testing - Cumulative people tested for COVID-19 - Positive,294,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-13,Count,Testing - Cumulative people tested for COVID-19 - Positive,297,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-14,Count,Testing - Cumulative people tested for COVID-19 - Positive,298,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-15,Count,Testing - Cumulative people tested for COVID-19 - Positive,304,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-16,Count,Testing - Cumulative people tested for COVID-19 - Positive,310,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-17,Count,Testing - Cumulative people tested for COVID-19 - Positive,313,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-18,Count,Testing - Cumulative people tested for COVID-19 - Positive,316,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-19,Count,Testing - Cumulative people tested for COVID-19 - Positive,317,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-20,Count,Testing - Cumulative people tested for COVID-19 - Positive,322,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-21,Count,Testing - Cumulative people tested for COVID-19 - Positive,322,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-22,Count,Testing - Cumulative people tested for COVID-19 - Positive,322,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-23,Count,Testing - Cumulative people tested for COVID-19 - Positive,322,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-24,Count,Testing - Cumulative people tested for COVID-19 - Positive,322,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-25,Count,Testing - Cumulative people tested for COVID-19 - Positive,322,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-26,Count,Testing - Cumulative people tested for COVID-19 - Positive,323,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-27,Count,Testing - Cumulative people tested for COVID-19 - Positive,323,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-28,Count,Testing - Cumulative people tested for COVID-19 - Positive,323,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-29,Count,Testing - Cumulative people tested for COVID-19 - Positive,325,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-30,Count,Testing - Cumulative people tested for COVID-19 - Positive,325,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-05-31,Count,Testing - Cumulative people tested for COVID-19 - Positive,325,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-01,Count,Testing - Cumulative people tested for COVID-19 - Positive,325,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-02,Count,Testing - Cumulative people tested for COVID-19 - Positive,325,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-03,Count,Testing - Cumulative people tested for COVID-19 - Positive,325,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-04,Count,Testing - Cumulative people tested for COVID-19 - Positive,325,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-05,Count,Testing - Cumulative people tested for COVID-19 - Positive,326,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-06,Count,Testing - Cumulative people tested for COVID-19 - Positive,326,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-07,Count,Testing - Cumulative people tested for COVID-19 - Positive,326,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-08,Count,Testing - Cumulative people tested for COVID-19 - Positive,326,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-09,Count,Testing - Cumulative people tested for COVID-19 - Positive,326,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-10,Count,Testing - Cumulative people tested for COVID-19 - Positive,327,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-11,Count,Testing - Cumulative people tested for COVID-19 - Positive,327,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-12,Count,Testing - Cumulative people tested for COVID-19 - Positive,327,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-13,Count,Testing - Cumulative people tested for COVID-19 - Positive,327,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-14,Count,Testing - Cumulative people tested for COVID-19 - Positive,327,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-15,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-16,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-17,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-18,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-19,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-20,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-21,Count,Testing - Cumulative people tested for COVID-19 - Positive,346,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-22,Count,Testing - Cumulative people tested for COVID-19 - Positive,346,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-23,Count,Testing - Cumulative people tested for COVID-19 - Positive,346,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-24,Count,Testing - Cumulative people tested for COVID-19 - Positive,346,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-25,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-26,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-27,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-28,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-29,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-06-30,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-07-01,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-07-02,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-07-03,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-07-04,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-07-05,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000016,2020-07-06,Count,Testing - Cumulative people tested for COVID-19 - Positive,345,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-07,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-08,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-09,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-10,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-11,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-12,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-13,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-14,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-15,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-16,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-17,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-18,Count,Testing - Cumulative people tested for COVID-19 - Positive,9999999,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-19,Count,Testing - Cumulative people tested for COVID-19 - Positive,6,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-20,Count,Testing - Cumulative people tested for COVID-19 - Positive,10,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-21,Count,Testing - Cumulative people tested for COVID-19 - Positive,13,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-22,Count,Testing - Cumulative people tested for COVID-19 - Positive,16,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-23,Count,Testing - Cumulative people tested for COVID-19 - Positive,18,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-24,Count,Testing - Cumulative people tested for COVID-19 - Positive,26,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-25,Count,Testing - Cumulative people tested for COVID-19 - Positive,31,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-26,Count,Testing - Cumulative people tested for COVID-19 - Positive,39,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-27,Count,Testing - Cumulative people tested for COVID-19 - Positive,47,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-28,Count,Testing - Cumulative people tested for COVID-19 - Positive,60,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-29,Count,Testing - Cumulative people tested for COVID-19 - Positive,63,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-30,Count,Testing - Cumulative people tested for COVID-19 - Positive,74,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-03-31,Count,Testing - Cumulative people tested for COVID-19 - Positive,92,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-01,Count,Testing - Cumulative people tested for COVID-19 - Positive,100,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-02,Count,Testing - Cumulative people tested for COVID-19 - Positive,104,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-03,Count,Testing - Cumulative people tested for COVID-19 - Positive,122,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-04,Count,Testing - Cumulative people tested for COVID-19 - Positive,127,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-05,Count,Testing - Cumulative people tested for COVID-19 - Positive,141,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-06,Count,Testing - Cumulative people tested for COVID-19 - Positive,144,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-07,Count,Testing - Cumulative people tested for COVID-19 - Positive,152,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-08,Count,Testing - Cumulative people tested for COVID-19 - Positive,155,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-09,Count,Testing - Cumulative people tested for COVID-19 - Positive,163,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-10,Count,Testing - Cumulative people tested for COVID-19 - Positive,164,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-11,Count,Testing - Cumulative people tested for COVID-19 - Positive,179,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-12,Count,Testing - Cumulative people tested for COVID-19 - Positive,186,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-13,Count,Testing - Cumulative people tested for COVID-19 - Positive,192,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-14,Count,Testing - Cumulative people tested for COVID-19 - Positive,199,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-15,Count,Testing - Cumulative people tested for COVID-19 - Positive,207,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-16,Count,Testing - Cumulative people tested for COVID-19 - Positive,207,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-17,Count,Testing - Cumulative people tested for COVID-19 - Positive,209,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-18,Count,Testing - Cumulative people tested for COVID-19 - Positive,222,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-19,Count,Testing - Cumulative people tested for COVID-19 - Positive,229,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-20,Count,Testing - Cumulative people tested for COVID-19 - Positive,231,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-21,Count,Testing - Cumulative people tested for COVID-19 - Positive,231,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-22,Count,Testing - Cumulative people tested for COVID-19 - Positive,235,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-23,Count,Testing - Cumulative people tested for COVID-19 - Positive,235,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-24,Count,Testing - Cumulative people tested for COVID-19 - Positive,235,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-25,Count,Testing - Cumulative people tested for COVID-19 - Positive,237,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-26,Count,Testing - Cumulative people tested for COVID-19 - Positive,240,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-27,Count,Testing - Cumulative people tested for COVID-19 - Positive,243,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-28,Count,Testing - Cumulative people tested for COVID-19 - Positive,243,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-29,Count,Testing - Cumulative people tested for COVID-19 - Positive,244,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-04-30,Count,Testing - Cumulative people tested for COVID-19 - Positive,246,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-05-01,Count,Testing - Cumulative people tested for COVID-19 - Positive,249,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-05-02,Count,Testing - Cumulative people tested for COVID-19 - Positive,250,Testing - Cumulative people tested for COVID-19 - Positive
S08000017,2020-05-03,Count,Testing - Cumulative people tested for COVID-19 - Positive,250,Testing - Cumulative people tested for COVID-19 - Positive
